True,Pred
3577.52783203125,3553.307861328125
3989.744384765625,4257.6396484375
2623.43310546875,2985.814453125
2893.92431640625,3426.131103515625
4627.78369140625,4522.99755859375
2168.202880859375,2322.03466796875
4614.89306640625,4841.8310546875
3325.648681640625,3620.204345703125
3150.56005859375,3219.210205078125
3035.09814453125,3135.42626953125
2737.861083984375,3537.484130859375
3171.032958984375,3195.93603515625
2513.279052734375,2661.013427734375
3041.784423828125,3579.594482421875
2286.077392578125,2590.666015625
2810.860595703125,3312.5478515625
1975.329833984375,2575.36865234375
2908.744873046875,3215.226318359375
4402.236328125,4474.6884765625
1866.623291015625,2387.46142578125
2040.8846435546875,2557.124267578125
2258.435546875,2647.37939453125
3701.53759765625,3519.598388671875
2540.85205078125,2828.6318359375
5506.60400390625,5117.9912109375
1953.6849365234375,2161.353271484375
3728.283447265625,3877.407470703125
4509.564453125,4020.460693359375
4806.59423828125,5007.2197265625
3138.496826171875,3432.231201171875
2946.5888671875,2737.099365234375
3141.8056640625,3388.193359375
2428.90576171875,2635.458984375
2313.650634765625,2983.472412109375
2298.89892578125,2513.167724609375
2622.26123046875,2845.07275390625
947.2015380859375,1445.6722412109375
2596.48046875,3080.945068359375
4754.13671875,4789.6123046875
2671.616943359375,2831.3515625
3032.8232421875,3495.495849609375
2752.888427734375,2954.910400390625
3111.475341796875,3209.98095703125
3326.199951171875,3376.111328125
1641.2139892578125,2110.748291015625
2293.38427734375,2762.729248046875
1588.41162109375,1602.0250244140625
2631.29150390625,2953.256591796875
4142.4296875,4325.48779296875
2910.399169921875,3236.4091796875
2359.904296875,2623.0400390625
3558.02001953125,3717.512451171875
3421.6025390625,3777.198486328125
4530.31298828125,4268.880859375
3686.372314453125,4133.39794921875
3344.5361328125,3336.313232421875
2479.502197265625,2505.78466796875
3790.8740234375,3858.946044921875
3247.272216796875,3463.963134765625
2515.416015625,3113.171142578125
3637.361328125,3598.97119140625
2477.84765625,2599.781982421875
3507.28564453125,3723.082275390625
4836.64892578125,5023.2666015625
4334.2001953125,4814.47998046875
2258.297607421875,2836.027099609375
2290.833740234375,2924.43994140625
2439.038818359375,3003.084716796875
2675.2705078125,2852.500244140625
2215.766357421875,2365.89892578125
1987.1173095703125,2155.069091796875
1705.458984375,1908.606689453125
2583.314453125,3001.354736328125
2979.9521484375,3137.53759765625
2700.36181640625,2863.976318359375
4883.109375,5125.6796875
2943.004150390625,3044.1240234375
2464.543701171875,2887.82470703125
2205.63330078125,2619.360595703125
2090.033447265625,2285.072509765625
1112.915283203125,1372.6883544921875
2382.445068359375,2398.959228515625
2826.02587890625,3134.722900390625
1836.155029296875,2208.048095703125
4897.37841796875,5115.46044921875
2515.760498046875,2747.294677734375
2899.232177734375,3101.716796875
4022.280517578125,4155.716796875
2329.987548828125,2807.6337890625
5741.6640625,4865.939453125
3897.374755859375,3965.756103515625
5110.931640625,4624.0283203125
2115.814208984375,2257.834228515625
2974.644287109375,3245.338623046875
2995.186279296875,3292.635986328125
2546.50439453125,2872.876220703125
2082.175048828125,2457.99755859375
1337.7041015625,1699.0401611328125
2422.56396484375,2725.955322265625
1714.351318359375,1957.8890380859375
4981.4072265625,5091.419921875
3409.125732421875,3087.413818359375
3016.279541015625,3651.4716796875
4228.80224609375,4057.40771484375
3067.220703125,3276.345458984375
3949.48779296875,4102.9462890625
1834.914306640625,1928.126220703125
2655.348876953125,2858.918212890625
3466.75341796875,3236.078857421875
2733.035888671875,2854.683349609375
4512.18359375,4564.5126953125
1690.569580078125,1975.6624755859375
2364.867431640625,2663.510009765625
1141.453369140625,1372.640625
4284.56884765625,4974.16796875
1773.9779052734375,2268.996337890625
2450.89501953125,2556.420166015625
2312.134033203125,2770.2685546875
2174.889404296875,2417.133056640625
3437.939697265625,3494.06103515625
2901.300048828125,3625.511474609375
3266.02197265625,3605.09716796875
2759.643798828125,3262.968017578125
4944.390625,4634.634765625
2726.349365234375,3291.599853515625
4116.7177734375,3745.953369140625
3683.614990234375,4003.751220703125
2834.228759765625,2926.78564453125
2841.94921875,3020.22802734375
2911.8466796875,3357.3134765625
2158.276611328125,2253.00732421875
2460.132080078125,2883.158935546875
3113.060791015625,3714.407958984375
2785.14892578125,2660.162841796875
1973.0550537109375,2368.871337890625
3107.614990234375,3153.565673828125
3505.355712890625,3614.92626953125
3080.938232421875,3224.134033203125
2578.07568359375,2952.4921875
3357.150634765625,3236.68310546875
3661.694580078125,4122.7529296875
4355.77587890625,4430.07861328125
2592.75830078125,2749.76611328125
2858.424072265625,3817.077392578125
2023.6514892578125,2257.83056640625
2691.883056640625,2987.068603515625
3271.053955078125,3667.144775390625
2365.625732421875,2591.47705078125
2243.7529296875,2630.332763671875
3622.540771484375,3642.2333984375
1710.4910888671875,2196.342041015625
1463.574951171875,1696.8963623046875
1697.7386474609375,2315.88525390625
3211.3583984375,3500.239990234375
4810.17919921875,5073.056640625
3282.22119140625,3624.562255859375
3849.673583984375,3713.277587890625
3061.77490234375,3726.7939453125
2210.32080078125,2529.066650390625
1418.355224609375,1726.4307861328125
2183.505859375,2552.833740234375
2547.19384765625,3125.282470703125
2424.70068359375,2794.161376953125
1864.7620849609375,2395.482177734375
2609.0263671875,2897.984619140625
2724.281494140625,2706.381591796875
2320.061279296875,2506.914794921875
2961.478271484375,3336.13232421875
5226.80712890625,5301.1689453125
3592.003662109375,3462.978515625
2744.40966796875,2800.12451171875
2553.466796875,2673.42822265625
2528.444091796875,3014.40478515625
1713.38623046875,1831.76171875
3076.940185546875,3122.465576171875
3580.491943359375,3706.349365234375
3571.53076171875,4120.708984375
1780.7332763671875,2178.801513671875
2785.28662109375,2891.173095703125
4051.714599609375,4233.53173828125
2346.53125,3038.884033203125
2750.40673828125,2858.290283203125
789.5528564453125,1267.4385986328125
2112.4365234375,2277.063232421875
3442.9716796875,3573.396728515625
2070.249755859375,2636.74169921875
1930.3857421875,2148.384521484375
2193.156494140625,2474.212158203125
4325.7900390625,4697.88671875
2368.31396484375,2405.322509765625
3982.644287109375,3884.568115234375
1604.5418701171875,2110.5595703125
2340.258544921875,3142.802734375
3460.618408203125,4103.7314453125
2757.300048828125,3317.133544921875
3292.491943359375,3533.890625
2163.377685546875,3006.041748046875
2135.942626953125,2794.528564453125
4628.47265625,4781.43212890625
2271.119140625,2670.606201171875
3666.244140625,3561.60986328125
3185.43994140625,3319.9765625
4384.865234375,4122.7119140625
3478.127197265625,3656.748779296875
1606.6787109375,1779.0252685546875
2556.430908203125,2655.331787109375
2901.162353515625,3022.674072265625
1988.22021484375,2086.112548828125
2341.430419921875,2587.221435546875
2041.7117919921875,3095.01416015625
2689.19482421875,3196.034912109375
2545.815185546875,3171.808349609375
1915.28955078125,2153.8251953125
2944.589599609375,3485.22119140625
1777.838134765625,2166.729736328125
2480.94970703125,2514.508056640625
3723.38916015625,4223.14111328125
2614.816650390625,2947.975830078125
3898.06396484375,4017.9208984375
1328.742919921875,1876.1517333984375
1505.9683837890625,1935.8438720703125
1510.3111572265625,1934.1201171875
3060.12060546875,4184.806640625
6574.23046875,7508.4853515625
2519.82763671875,2923.166259765625
3287.87353515625,3413.4658203125
2830.4375,3029.709228515625
1741.717529296875,2322.1533203125
2554.983154296875,2806.467529296875
3811.622802734375,4103.1884765625
2166.82421875,2396.653564453125
3696.091796875,3534.133544921875
2363.281982421875,2648.630615234375
2606.889404296875,3054.751708984375
3230.590576171875,3757.0595703125
2112.78125,2405.929443359375
3368.248779296875,3598.279541015625
1761.0186767578125,2111.225830078125
2619.641845703125,2663.0693359375
3855.18798828125,4019.59326171875
1514.8607177734375,1600.0611572265625
3880.21044921875,4125.69677734375
3332.74853515625,3684.614013671875
3445.38427734375,3397.019775390625
2698.70751953125,2989.481201171875
2899.714599609375,3152.920166015625
2171.51171875,2635.881591796875
2560.70458984375,2702.510009765625
3296.6279296875,3500.07421875
2864.421142578125,3027.558837890625
3514.868408203125,3216.256591796875
3292.423095703125,3687.856201171875
2993.87646484375,3075.465087890625
2205.495361328125,3054.591552734375
1827.4696044921875,2111.229248046875
2707.39306640625,2792.7509765625
2990.567626953125,2946.085205078125
3925.499267578125,3911.095947265625
2594.41259765625,2692.846923828125
3178.546630859375,3466.661376953125
3157.039794921875,3328.297607421875
2952.17236328125,3198.052001953125
2438.625244140625,2821.854736328125
3141.04736328125,3257.557861328125
3317.790283203125,3452.990966796875
2116.08984375,2262.133544921875
3681.478271484375,3765.025146484375
5122.443359375,5132.24462890625
2578.14453125,2750.368408203125
2957.962646484375,2807.835693359375
1142.3494873046875,1306.8858642578125
2170.546630859375,2646.785400390625
3809.072265625,3898.223876953125
4005.736572265625,3930.94140625
1596.75244140625,1906.5389404296875
1816.7850341796875,2091.710693359375
4064.398193359375,4363.91162109375
2923.28955078125,3005.268798828125
2883.515625,2801.847900390625
2056.46337890625,2016.7940673828125
1834.569580078125,2095.12744140625
1797.1392822265625,1910.8369140625
2543.9541015625,2683.343994140625
2740.89404296875,3340.640380859375
2199.843017578125,2771.767822265625
3162.278564453125,3292.11279296875
2585.658203125,2736.6005859375
3595.6572265625,3480.558349609375
2184.126220703125,2997.177001953125
7864.7158203125,7043.4130859375
3901.786376953125,4339.0693359375
2565.1162109375,3017.266845703125
3643.496337890625,3977.322021484375
2439.452392578125,2486.652099609375
2317.92431640625,2646.596923828125
2851.255126953125,2829.966064453125
3102.376220703125,3128.642578125
3280.566650390625,3268.041259765625
2518.5869140625,3036.526123046875
3550.161865234375,3194.789306640625
1120.428955078125,1372.888671875
2684.231689453125,3067.397705078125
2464.19921875,2814.049072265625
5272.85400390625,4457.59423828125
2408.84619140625,2737.015380859375
1412.1512451171875,1726.5277099609375
2573.663818359375,2893.300537109375
2999.597900390625,3301.39697265625
2958.99658203125,2992.662841796875
2753.233154296875,3003.71923828125
2515.416015625,2563.733642578125
4126.23046875,4199.18798828125
2699.4658203125,3018.62646484375
2608.061279296875,3049.50537109375
3017.72705078125,3168.53173828125
2160.0,2253.822998046875
4459.6572265625,4706.4189453125
4309.177734375,4746.7099609375
5327.6552734375,5789.8203125
2678.717041015625,2698.767578125
2235.687744140625,3119.282958984375
2352.80419921875,1970.846923828125
1126.012451171875,1391.585693359375
2528.857666015625,2651.945068359375
6744.21826171875,6322.9677734375
2028.545654296875,2303.936279296875
1167.9923095703125,1455.3802490234375
2041.1602783203125,2334.233642578125
3998.70556640625,4045.973876953125
3145.8037109375,3776.151611328125
2896.406005859375,3372.402587890625
3621.78271484375,3611.240478515625
2701.809326171875,3080.899658203125
1872.6893310546875,2015.5234375
2097.064697265625,2231.771484375
6113.76171875,5068.546875
2186.1943359375,2297.6181640625
3921.570068359375,3888.825927734375
3638.11962890625,3770.716064453125
7204.75634765625,7127.521484375
3325.786376953125,3335.7080078125
1872.3446044921875,2119.133544921875
2363.764404296875,2523.625244140625
5790.39892578125,4867.50048828125
3897.5126953125,3614.870361328125
2985.88037109375,3335.97607421875
2675.890869140625,2954.591552734375
1324.193359375,1567.5640869140625
3132.223876953125,4034.440185546875
2820.09765625,3134.560791015625
4187.23583984375,4180.072265625
4116.02880859375,4284.36865234375
3837.954833984375,3648.787841796875
3167.103759765625,3027.37109375
2478.537109375,2802.15625
2029.4417724609375,2740.765380859375
2575.662841796875,2761.885986328125
3439.111572265625,3733.701416015625
4300.07861328125,4454.193359375
2253.817138671875,2841.25244140625
5721.7421875,5634.947265625
3469.09716796875,3590.545166015625
2095.34130859375,2270.838134765625
2826.715087890625,2859.98779296875
3737.7958984375,3612.590087890625
2576.490234375,2843.545166015625
6136.64697265625,6019.57568359375
3168.75830078125,3389.91796875
2658.65771484375,2814.384033203125
2518.104248046875,2923.05615234375
2658.795654296875,2598.585693359375
2542.161865234375,2798.142333984375
3484.67578125,4146.005859375
2827.886962890625,3028.825439453125
3042.542724609375,3419.81201171875
3896.961181640625,4357.369140625
3126.985107421875,3102.794921875
2877.58740234375,3145.8818359375
3252.649169921875,3212.328369140625
3380.65673828125,3599.671142578125
3603.722412109375,3649.100830078125
2411.87939453125,2711.161865234375
2819.2705078125,2858.316162109375
2645.62939453125,3134.64208984375
1711.0426025390625,2118.424072265625
2341.430419921875,2667.256591796875
3040.130126953125,3540.33447265625
2127.05029296875,2450.488525390625
2468.886474609375,2343.883056640625
4205.43408203125,4047.701904296875
4035.23974609375,4273.66845703125
3582.90478515625,3797.214599609375
2610.129150390625,3083.31494140625
2147.6611328125,2290.121826171875
3043.369873046875,2987.868896484375
824.4327392578125,1135.5286865234375
2629.77490234375,3234.248291015625
3025.654296875,3655.15625
2277.8056640625,2724.402099609375
2200.39453125,2687.28515625
2450.75732421875,2755.239013671875
1954.2364501953125,2216.87646484375
2884.549560546875,3140.452880859375
2238.16943359375,2881.181396484375
3066.46240234375,3284.840087890625
2740.48046875,3763.722412109375
3348.46533203125,3245.2353515625
1793.5548095703125,2240.942138671875
1461.5069580078125,1332.4039306640625
3842.711181640625,3547.489501953125
2056.80810546875,2475.170654296875
2698.431640625,2466.803466796875
3891.860107421875,3572.961181640625
3054.399169921875,3247.26708984375
2468.6796875,2944.0791015625
2029.5107421875,2552.848388671875
2814.1005859375,2834.58154296875
2085.277099609375,2686.894775390625
2740.963134765625,3057.987548828125
2216.938232421875,2853.545166015625
2561.600830078125,2987.579345703125
1739.4427490234375,1788.5067138671875
3022.345458984375,3405.27392578125
1122.1522216796875,1395.1927490234375
1691.0521240234375,1894.3953857421875
3290.424072265625,3477.151611328125
3600.41357421875,3837.58935546875
3008.6279296875,3310.146484375
2505.696533203125,2573.857421875
3569.256103515625,3519.654541015625
2615.8505859375,2740.698486328125
2370.244140625,2690.0849609375
4392.79248046875,4258.1396484375
2448.206787109375,2856.717041015625
2652.522705078125,3564.239501953125
2850.427978515625,3189.608642578125
1581.1737060546875,2058.1533203125
2527.892822265625,2930.490234375
3295.249267578125,3776.288818359375
3274.087158203125,3384.47314453125
3963.618896484375,3922.223388671875
2203.151611328125,2820.764404296875
3790.598388671875,4398.99609375
2758.058349609375,2945.331298828125
2890.40869140625,2816.429931640625
2410.500732421875,2703.704833984375
2036.4039306640625,2138.182861328125
2598.617431640625,2890.333740234375
3118.02392578125,3270.479736328125
5227.8408203125,4743.8232421875
2159.93115234375,2555.75732421875
2676.028564453125,3007.23583984375
1737.58154296875,2054.744140625
4190.544921875,4191.96484375
3905.370849609375,3843.862060546875
4247.68994140625,4782.06787109375
1865.658203125,2102.77099609375
5094.3876953125,4740.79931640625
2691.67626953125,2761.705322265625
2355.90625,2636.8134765625
3678.16943359375,4238.5947265625
3215.28759765625,3270.968017578125
2764.95166015625,2914.895263671875
3126.157958984375,3730.255126953125
3281.87646484375,3690.073486328125
3240.2412109375,3557.229736328125
4957.556640625,5174.90185546875
2434.90283203125,2810.321044921875
2790.112060546875,2851.302490234375
3628.193359375,3672.244384765625
3079.14599609375,3302.266845703125
2579.6611328125,2712.454345703125
2300.55322265625,2623.712158203125
1546.70751953125,1687.822998046875
2293.72900390625,2544.391357421875
3583.180419921875,3650.6220703125
3714.35888671875,3867.34765625
1637.560546875,1848.36083984375
4722.01416015625,4993.78515625
2417.04931640625,2641.758544921875
3843.9521484375,4370.8828125
3281.393798828125,3371.830322265625
3002.355224609375,3374.211669921875
3739.036865234375,3149.39404296875
1508.3121337890625,1847.2882080078125
6052.962890625,5883.3974609375
2150.280517578125,2367.43017578125
3057.29443359375,3309.43994140625
2109.541259765625,2345.86083984375
2553.397705078125,2793.351318359375
2504.38671875,2846.353759765625
3170.41259765625,3877.853271484375
3365.422607421875,3585.0654296875
2560.22216796875,3082.078125
4190.544921875,4533.556640625
2880.89599609375,3139.411376953125
3675.412109375,4255.9658203125
3562.36279296875,3533.887451171875
2004.8328857421875,2454.156494140625
2786.941162109375,2985.376708984375
2117.813232421875,2347.266357421875
2687.885009765625,3029.12890625
2607.1650390625,3120.466796875
3188.26611328125,3678.77978515625
2153.037841796875,2596.274169921875
2118.089111328125,2645.44921875
1573.3154296875,1962.9554443359375
2330.056396484375,2656.404052734375
2248.9228515625,2287.173583984375
3631.984619140625,4124.576171875
4704.98779296875,4914.91357421875
2298.278564453125,2640.663818359375
2823.061767578125,3038.239013671875
2322.956298828125,2844.2119140625
1689.2598876953125,2427.0029296875
2167.858154296875,2871.990234375
3005.526123046875,3315.9990234375
2886.272705078125,3379.193115234375
3351.63623046875,3469.988525390625
2917.912841796875,3472.525390625
2142.56005859375,2358.458251953125
2223.0732421875,2424.579345703125
1822.644287109375,2074.24658203125
1807.4791259765625,2017.114013671875
1910.11962890625,2189.72705078125
4127.9541015625,3478.184326171875
2600.961181640625,2887.471435546875
2505.076171875,2876.54638671875
2090.65380859375,2402.035888671875
2814.23828125,3146.802490234375
2776.11865234375,2954.81689453125
3011.109619140625,3543.352783203125
3669.48388671875,3787.831298828125
3397.68310546875,3631.2705078125
2072.45556640625,2930.201416015625
2797.2119140625,3283.853271484375
3084.453857421875,3419.913818359375
1814.923828125,2072.888916015625
3492.0517578125,3735.27099609375
2610.887451171875,3278.38525390625
2155.6572265625,2640.860595703125
3212.11669921875,3567.648193359375
2520.17236328125,3944.0361328125
1459.232177734375,1929.53662109375
1309.3729248046875,1805.1417236328125
990.56005859375,1174.71630859375
3333.78271484375,3455.513916015625
4379.83349609375,5024.8935546875
2536.85400390625,2679.271484375
5648.880859375,4610.8359375
3151.318359375,3209.349853515625
2566.2880859375,2850.934814453125
3038.75146484375,2905.666259765625
2673.891845703125,2907.668701171875
2567.184326171875,3277.469970703125
3248.16845703125,3363.90673828125
3040.061279296875,3392.71923828125
2417.04931640625,2728.92138671875
2279.322021484375,2758.6728515625
2423.04638671875,2263.549560546875
5477.5146484375,5081.279296875
4831.68603515625,4712.42236328125
3033.16796875,3258.697021484375
2599.444580078125,3044.155517578125
2856.9765625,2426.94921875
2703.4638671875,2863.723388671875
1921.838134765625,2342.922119140625
3454.0009765625,3475.099365234375
2498.527587890625,2732.875732421875
3683.890869140625,3869.723388671875
1673.5433349609375,1976.5128173828125
2812.101318359375,3088.179443359375
3063.29150390625,3368.696533203125
2448.620361328125,2745.030029296875
2505.14501953125,2720.235107421875
2297.106689453125,2605.191650390625
